epoch,loss,lr,mean_squared_error,val_loss,val_mean_squared_error
0,0.31178692139685155,0.01,0.02103827037848532,0.3069865956902504,0.019046079926192762
1,0.3090823271870613,0.01,0.019176103910431265,0.3069865882396698,0.019046080019325017
2,0.30908232659101487,0.01,0.019176104022189975,0.306986591219902,0.019046079833060503
3,0.30908232778310774,0.01,0.019176104031503202,0.30698658972978593,0.019046079833060503
0,0.11271452456712723,0.01,0.021557867154479028,0.09293149709701538,0.01864680666476488
1,0.0929950812458992,0.01,0.018746050857007503,0.09214309304952621,0.01859820056706667
2,0.09198781736195087,0.01,0.018682456891983747,0.08821635022759437,0.018664364889264106
3,0.08348825842142105,0.01,0.01844767739996314,0.08021940812468528,0.017964738607406616
4,0.07808310016989709,0.01,0.018073373064398764,0.0790730096399784,0.019029775448143483
5,0.11271452456712723,0.01,0.021557867154479028,0.09293149709701538,0.01864680666476488
6,0.0929950812458992,0.01,0.018746050857007503,0.09214309304952621,0.01859820056706667
7,0.09198781736195087,0.01,0.018682456891983747,0.08821635022759437,0.018664364889264106
8,0.08348825842142105,0.01,0.01844767739996314,0.08021940812468528,0.017964738607406616
9,0.07808310016989709,0.01,0.018073373064398764,0.0790730096399784,0.019029775448143483
10,0.1402615012973547,0.01,0.01982408409938216,0.09118617698550224,0.018624092638492584
11,0.08895524188876153,0.01,0.01859199857339263,0.08317611068487167,0.018112130090594293
12,0.08125749051570892,0.01,0.018085594810545443,0.08015904128551483,0.017945012636482717
13,0.08017553150653839,0.005,0.018019299786537886,0.07985515147447586,0.017900235950946808
14,0.07950322836637497,0.005,0.018024370111525058,0.07837512940168381,0.018113968521356584
15,0.0781007567793131,0.005,0.018102424666285515,0.07737728655338287,0.017901647463440896
16,0.0767641944438219,0.0025,0.018021980803459882,0.07595106065273285,0.017934299446642397
17,0.0756716326624155,0.0025,0.01803823059424758,0.07493264451622964,0.017868299037218094
18,0.07475523985922336,0.0025,0.018034364618360995,0.07479989603161812,0.018199663423001767
19,0.07442862577736378,0.0025,0.018059018813073636,0.0733668141067028,0.017884594202041627
20,0.07313798077404499,0.0025,0.018064674250781537,0.07253576144576072,0.01801368724554777
21,0.07259685650467873,0.0025,0.01821676917374134,0.07189860790967942,0.01806759797036648
22,0.07133225277066231,0.0025,0.018506940510123967,0.07107402086257934,0.018949568457901477
23,0.07004519186913967,0.0025,0.018883985579013825,0.06906814053654671,0.01888133566826582
24,0.06918247677385807,0.0025,0.019066169653087855,0.06841813400387764,0.01877301149070263
25,0.06777052409946918,0.0025,0.019237092956900598,0.06708610281348229,0.01904736291617155
26,0.0666402380913496,0.0025,0.01939892001450062,0.06584479808807372,0.019385090097784996
27,0.06572940655052661,0.0025,0.01957699900493026,0.06527774594724178,0.019350394420325757
28,0.0644983185082674,0.0025,0.019719258658587934,0.06393529400229454,0.019575490988790988
29,0.11271452456712723,0.01,0.021557867154479028,0.09293149709701538,0.01864680666476488
30,0.0929950812458992,0.01,0.018746050857007503,0.09214309304952621,0.01859820056706667
31,0.09198781736195087,0.01,0.018682456891983747,0.08821635022759437,0.018664364889264106
32,0.08348825842142105,0.01,0.01844767739996314,0.08021940812468528,0.017964738607406616
33,0.07808310016989709,0.01,0.018073373064398764,0.0790730096399784,0.019029775448143483
34,0.1402615012973547,0.01,0.01982408409938216,0.09118617698550224,0.018624092638492584
35,0.08895524188876153,0.01,0.01859199857339263,0.08317611068487167,0.018112130090594293
36,0.08125749051570892,0.01,0.018085594810545443,0.08015904128551483,0.017945012636482717
37,0.08017553150653839,0.005,0.018019299786537886,0.07985515147447586,0.017900235950946808
38,0.07950322836637497,0.005,0.018024370111525058,0.07837512940168381,0.018113968521356584
39,0.0781007567793131,0.005,0.018102424666285515,0.07737728655338287,0.017901647463440896
40,0.0767641944438219,0.0025,0.018021980803459882,0.07595106065273285,0.017934299446642397
41,0.0756716326624155,0.0025,0.01803823059424758,0.07493264451622964,0.017868299037218094
42,0.07475523985922336,0.0025,0.018034364618360995,0.07479989603161812,0.018199663423001767
43,0.07442862577736378,0.0025,0.018059018813073636,0.0733668141067028,0.017884594202041627
44,0.07313798077404499,0.0025,0.018064674250781537,0.07253576144576072,0.01801368724554777
45,0.07259685650467873,0.0025,0.01821676917374134,0.07189860790967942,0.01806759797036648
46,0.07133225277066231,0.0025,0.018506940510123967,0.07107402086257934,0.018949568457901477
47,0.07004519186913967,0.0025,0.018883985579013825,0.06906814053654671,0.01888133566826582
48,0.06918247677385807,0.0025,0.019066169653087855,0.06841813400387764,0.01877301149070263
49,0.06777052409946918,0.0025,0.019237092956900598,0.06708610281348229,0.01904736291617155
