epoch,loss,lr,mean_squared_error,val_loss,val_mean_squared_error
0,0.11368555687367916,0.01,0.02164393956772983,0.09426358938217164,0.02076927963644266
1,0.0897629700601101,0.01,0.02055980353616178,0.0850375734269619,0.020130247808992863
2,0.08348718825727701,0.01,0.019968561269342898,0.08038803189992905,0.019430267065763472
3,0.07944853939116,0.01,0.01954198572784662,0.07609411031007766,0.019120286218822002
4,0.07573727015405893,0.01,0.019409778947010636,0.072330491989851,0.018986378982663154
5,0.0720978470519185,0.01,0.019295672560110687,0.06919069662690162,0.01906698178499937
6,0.06877767592668534,0.01,0.01920450278557837,0.06745373904705047,0.01964665073901415
7,0.06851147245615721,0.01,0.019502267939969897,0.0653879314661026,0.019352094270288944
8,0.06361949564889073,0.01,0.019559297896921634,0.060346845909953116,0.019654486887156965
9,0.06074848081916571,0.01,0.01978728612884879,0.05884091705083847,0.0197489894926548
10,0.05896090241149068,0.01,0.019937259471043946,0.05700959526002407,0.019633675552904607
11,0.05715814428403974,0.01,0.020007920917123556,0.05608052648603916,0.019929670542478562
12,0.05569797530770302,0.01,0.02005592817440629,0.05463811904191971,0.019735188968479634
13,0.05439621154218912,0.01,0.0201926470734179,0.05295003354549408,0.019851843267679213
14,0.053545275889337066,0.01,0.020293892547488212,0.05326883941888809,0.020532066375017165
15,0.05344040812924504,0.01,0.020296255266293882,0.05271340683102608,0.0203987879678607
16,0.052394938096404074,0.01,0.020404523750767112,0.05192950963973999,0.019698749482631683
17,0.05233978405594826,0.01,0.02042053868062794,0.051452068239450456,0.019906363263726235
18,0.051727121043950317,0.01,0.020463047595694662,0.05100942738354206,0.020512947253882884
19,0.05110938353464008,0.01,0.02049025627784431,0.05038071870803833,0.020408002100884913
20,0.050590280629694465,0.01,0.0205721409060061,0.0505329892039299,0.021084908954799177
21,0.05016558291390538,0.01,0.020637263497337698,0.05058387443423271,0.020151208713650705
22,0.04974154364317655,0.01,0.020622979663312436,0.049933786317706105,0.020254398696124554
23,0.04973910469561815,0.01,0.020690398337319494,0.052656190097332,0.021113592199981213
24,0.05150079531595111,0.01,0.02077027498744428,0.04930455684661865,0.020615885406732558
25,0.04942902224138379,0.01,0.020691232569515706,0.048989515751600266,0.020598548278212548
26,0.049224675819277766,0.01,0.020741890463978053,0.049463638290762904,0.021217447333037855
27,0.04859625240787864,0.01,0.020766178006306292,0.048656017333269116,0.020908533409237862
28,0.048166585713624956,0.01,0.020845166686922312,0.048637589812278746,0.020538752526044847
29,0.048547398671507834,0.01,0.02083755051717162,0.04911929965019226,0.02099695838987827
30,0.04821581011638045,0.01,0.020804592361673712,0.04795862138271332,0.021079164743423463
31,0.04774444755166769,0.01,0.020891057234257458,0.04771024473011494,0.02043256685137749
32,0.04834968168288469,0.01,0.020859058806672694,0.04824792705476284,0.020482739433646202
33,0.04779099775478244,0.01,0.020824289368465542,0.04756139293313026,0.020573571883141996
34,0.0471316403709352,0.01,0.02093386189080775,0.047486677393317224,0.020542032457888125
35,0.04747852440923452,0.01,0.020893363654613493,0.047606919333338736,0.020896759629249573
36,0.04688014844432473,0.01,0.02091378904879093,0.04734911248087883,0.02076571900397539
37,0.04718709290027619,0.01,0.021000677440315484,0.04802078567445278,0.020189827121794224
38,0.04723758539184928,0.01,0.02091682036407292,0.04838993512094021,0.020839191414415835
39,0.04705180833116174,0.01,0.02092004441656172,0.047703387960791585,0.02123808078467846
40,0.045917768869549035,0.005,0.02096324791200459,0.04633595384657383,0.02100723758339882
41,0.045471174921840427,0.005,0.021007286664098502,0.04632219895720482,0.021218788996338844
42,0.045266719069331884,0.005,0.021003389125689866,0.04606645554304123,0.02080914881080389
43,0.04517958303913474,0.005,0.02105331397615373,0.0462354525923729,0.02067007850855589
44,0.04506449894979596,0.005,0.02106196484528482,0.04612950347363949,0.020953067392110825
45,0.04493311522528529,0.005,0.02108212485909462,0.04587256759405136,0.02102646678686142
46,0.044950099755078556,0.005,0.021105320565402506,0.04607771895825863,0.020995681174099445
47,0.04486620537936688,0.005,0.021083997935056685,0.04608615301549435,0.021259480528533457
48,0.04478452866896987,0.005,0.02112724198959768,0.04638367667794228,0.021491760015487672
49,0.04437844604253769,0.0025,0.02112627257592976,0.04590500816702843,0.021438891440629958
