epoch,loss,lr,mean_squared_error,val_loss,val_mean_squared_error
0,0.13473716692792045,0.01,0.022616929747164248,0.09943196326494216,0.019095525331795215
1,0.09690446199642287,0.01,0.018850462428397604,0.09646856561303138,0.018920968286693096
2,0.09525455211599668,0.01,0.01872143339779642,0.09534545689821243,0.018801306933164598
3,0.09436718606286579,0.01,0.018652118390633,0.09485409408807755,0.018776316940784455
4,0.0939878922369745,0.01,0.01862179504500495,0.09450396373867989,0.018763661570847034
5,0.09363615090648333,0.01,0.018597105062670177,0.09438206031918525,0.018742476403713227
6,0.09342749789357185,0.01,0.01858211898555358,0.09403187558054923,0.01873353309929371
7,0.0902557206650575,0.01,0.01842113033764892,0.08816407322883606,0.018365622125566007
8,0.0861176831026872,0.01,0.018110396361185443,0.08639764487743377,0.018203946761786938
9,0.08481825780537393,0.01,0.01800753472165929,0.0858547031879425,0.01820549797266722
10,0.08417795085244709,0.01,0.017946099448535178,0.08412456586956978,0.018031634017825128
11,0.08252968299720022,0.01,0.017771705633236302,0.08236844316124917,0.01781176757067442
12,0.08113626266519229,0.01,0.01754207048151228,0.08129953891038895,0.017633114382624625
13,0.08013108430637253,0.01,0.01742319924136003,0.08030422255396844,0.017570307850837706
14,0.07943041233552826,0.01,0.017352148186829355,0.07973186001181602,0.017428567819297313
15,0.07879138481285837,0.01,0.01727372927384244,0.07964434325695038,0.017361044697463513
16,0.07845057580206129,0.01,0.01721828683382935,0.07874194532632828,0.017332379892468452
17,0.07783481023377842,0.01,0.017151960585680272,0.07813091054558755,0.017364462837576866
18,0.07711048829886648,0.01,0.01705160681158304,0.07744042798876763,0.017184686847031116
19,0.07603874173429277,0.01,0.016917997412383555,0.0763344146311283,0.016982552222907545
20,0.07559299319982529,0.01,0.016831467135085,0.07675869688391686,0.01741855647414923
21,0.07501214833723174,0.01,0.016800147108733655,0.07574004158377648,0.017007341049611567
22,0.07441497213310666,0.01,0.016751283997048935,0.07547287344932556,0.017167774401605128
23,0.07343149781227112,0.01,0.01666926910272903,0.07407132685184478,0.01687587480992079
24,0.07291479665372107,0.01,0.016615518813745844,0.07345190420746803,0.016669304668903352
25,0.07230176462067497,0.01,0.016578156438966592,0.07251641973853111,0.016640057414770128
26,0.07166299588150449,0.01,0.016547378080172672,0.07218552231788636,0.016499072872102262
